anio,ent,mun,aut,aut_her,aut_fal,civ_det,civ_her,civ_fal,vic_her,vic_fal,let,tot
2019,16,055,mil,3,,,,,,,#,1
2019,16,064,mil,,,18,1,4,,,4,4
2019,16,077,mil,2,,,,,,,#,1
2019,16,079,mil,,,,,,,,#,1
2019,16,102,mil,,,6,3,3,,,1,5
2019,16,111,mil,,1,,,,,,#,1
2019,17,017,mil,,,1,1,1,,,1,1
2019,17,021,mil,,,3,1,,,,0,1
2019,18,003,mil,,,1,1,,,,0,1
2019,19,003,mil,,,2,,1,,,#,1
2019,19,013,mil,,,,,,,,#,1
2019,19,044,mil,,,,,,,,#,1
2019,19,050,mil,,,4,,1,,,#,1
2019,20,002,mil,,,,1,,,,0,1
2019,20,016,mil,,,,,,,,#,1
2019,20,044,mil,1,,1,1,,,,0,1
2019,20,205,mil,1,,4,1,4,,,4,2
2019,20,275,mil,1,,,,,,,#,1
2019,21,063,mil,,,,,,,,#,1
2019,21,099,mil,,,,,,,,#,1
2019,21,154,mil,,,,,,,,#,1
2019,21,164,mil,5,,13,,,,,#,2
2019,21,197,mil,8,1,10,,,,,#,2
2019,22,016,mil,3,,,2,,,,0,1
2019,23,010,mil,,,,,,,,#,1
2019,24,021,mil,,,,,,,,#,1
2019,25,003,mil,1,,,,,,,#,1
2019,25,006,mil,14,1,2,,,,,#,6
2019,25,014,mil,,,,,,,,#,2
2019,25,015,mil,2,,,,1,2,,#,2
2019,26,002,mil,,,1,1,,,,0,1
2019,26,004,mil,,,,,,,,#,1
2019,26,008,mil,,,,1,,,,0,1
2019,26,018,mil,2,,3,,,,,#,1
2019,26,025,mil,,,3,,,,,#,2
2019,26,030,mil,,,2,1,,,,0,1
2019,26,042,mil,,,1,,1,,,#,2
2019,26,052,mil,,,1,1,,,,0,1
2019,26,069,mil,,,1,,1,,,#,4
2019,26,070,mil,,,1,,,,,#,1
2019,27,008,mil,,,3,,,,,#,1
2019,28,002,mil,,,,,1,,,#,2
2019,28,007,mil,9,,,,6,,,#,5
2019,28,012,mil,,,,,,,,#,1
2019,28,014,mil,,1,1,,5,,,#,3
2019,28,015,mil,5,,,,4,,,#,3
2019,28,022,mil,,,1,,6,1,,#,7
2019,28,023,mil,,,,,,,,#,2
2019,28,024,mil,,,,,4,,,#,4
2019,28,025,mil,7,1,4,1,33,,,33,23
2019,28,027,mil,18,3,6,2,35,7,4,17.5,48
2019,28,032,mil,3,,5,1,6,1,,6,16
2019,28,033,mil,,,,,2,2,,#,3
2019,28,035,mil,5,,,,,,,#,4
2019,28,040,mil,4,,4,1,,,,0,3
2019,29,006,mil,,,,,,,,#,1
2019,30,039,mil,,,,1,,,,0,1
2019,30,073,mil,,,,2,2,2,,1,1
2019,30,148,mil,,,1,1,,,,0,1
2019,30,193,mil,,,5,,,,,#,1
2019,32,020,mil,,,6,1,,,,0,1
2019,32,022,mil,,,,,,,,#,1
2019,32,031,mil,,,,,3,,,#,1
2019,32,042,mil,,,1,1,,,,0,1
2020,02,001,mil,,,3,,,,,#,1
2020,02,003,mil,,,,,,,,#,1
2020,02,005,mil,,,,,2,,,#,2
2020,02,006,mil,,,,,1,,,#,1
2020,03,002,mil,,,,,,,,#,2
2020,05,013,mil,,,,,1,,,#,1
2020,07,078,mil,1,,,,,,,#,1
2020,08,009,mil,,,,,1,,,#,3
2020,08,010,mil,2,,,,,,,#,1
2020,08,036,mil,,,,,,,,#,1
2020,08,037,mil,1,,,,,,,#,2
2020,08,040,mil,1,,5,,3,,,#,4
2020,08,047,mil,,,,,2,,,#,1
2020,08,050,mil,,,2,,1,,,#,1
2020,08,051,mil,1,,3,,2,,,#,2
2020,08,052,mil,,,1,1,,,,0,1
2020,08,058,mil,4,,,,,,,#,1
2020,11,004,mil,1,,,,,,,#,3
2020,11,007,mil,1,,6,1,2,,,2,3
2020,11,017,mil,1,,6,4,3,,,0.75,4
2020,11,019,mil,,,,,9,,,#,2
2020,11,020,mil,3,,4,,,,,#,2
2020,11,023,mil,,,1,,1,,,#,2
2020,11,027,mil,,,7,3,3,,,1,12
2020,11,031,mil,1,,4,,1,,,#,1
2020,11,035,mil,,,,1,,,,0,1
2020,11,037,mil,3,,,,1,,,#,1
2020,11,041,mil,,,,,,,,#,1
2020,11,042,mil,,,,,2,,,#,3
2020,11,044,mil,,,,,1,,,#,1
2020,11,046,mil,,,,,2,,,#,1
2020,12,001,mil,,,3,,,,,#,2
2020,12,016,mil,,,,,,,,#,1
2020,12,027,mil,,,1,1,1,,1,1,2
2020,12,038,mil,,,,,,,,#,1
2020,12,040,mil,,,4,,6,,,#,5
2020,12,048,mil,,,,,,,,#,1
2020,12,055,mil,,,2,1,1,,,1,1
2020,12,058,mil,,,1,,,,,#,1
2020,12,067,mil,1,,2,1,,,,0,1
2020,12,068,mil,,,,,1,,,#,2
2020,12,073,mil,,,15,4,,,,0,3
2020,13,005,mil,,,,,,,,#,2
2020,13,016,mil,,,,,,,,#,2
2020,13,029,mil,,,,,,,1,#,1
2020,13,076,mil,,,1,,,,,#,1
2020,14,021,mil,4,,2,,1,,,#,2
2020,14,035,mil,4,1,3,1,,,,0,3
2020,14,053,mil,,,,,,,,#,1
2020,14,059,mil,,,,,1,,,#,1
2020,14,097,mil,,,6,6,1,,,0.166666667,2
2020,14,100,mil,,1,5,2,,,,0,2
2020,14,102,mil,,,,,1,,,#,1
2020,14,109,mil,,,4,,1,,,#,1
2020,14,110,mil,5,1,,,,,,#,1
2020,15,082,mil,,,2,,,,,#,1
2020,16,002,mil,3,,13,1,5,,,5,14
2020,16,006,mil,,,,1,,,,0,1
2020,16,009,mil,,,,,1,,,#,1
2020,16,012,mil,1,,,3,2,1,,0.666666667,6
2020,16,013,mil,1,,,,,,,#,2
2020,16,015,mil,2,1,,,3,,,#,4
2020,16,019,mil,,,,,3,,,#,2
2020,16,020,mil,,,1,,,,,#,1
2020,16,026,mil,2,2,,,,,,#,1
2020,16,029,mil,1,,,,,,,#,1
2020,16,033,mil,,,,,2,,,#,4
2020,16,035,mil,2,,,,,,,#,1
2020,16,038,mil,1,,10,,,,,#,4
2020,16,052,mil,,,,1,,,,0,3
2020,16,053,mil,,,1,,,,,#,1
2020,16,055,mil,,,,,,,,#,1
2020,16,064,mil,,,9,4,4,,,1,5
2020,16,075,mil,,,,,,,,#,1
2020,16,077,mil,,,,,3,,,#,1
2020,16,085,mil,,,,,,,1,#,1
2020,16,089,mil,,,15,1,6,,,6,6
2020,16,092,mil,,,2,,1,,,#,3
2020,16,094,mil,,,1,,,,,#,1
2020,16,102,mil,8,,,1,2,,,2,5
2020,16,106,mil,,,,,2,,,#,1
2020,16,108,mil,,,1,,,,,#,1
2020,16,111,mil,,,2,,1,,,#,2
2020,16,113,mil,,,6,,,,1,#,1
2020,17,001,mil,,,,,2,,,#,1
2020,17,005,mil,,,,,,,,#,1
2020,17,015,mil,,,4,1,,,,0,1
2020,17,021,mil,,,1,1,,,,0,1
2020,19,003,mil,3,,5,,,,,#,5
2020,19,005,mil,,,,,,,,#,1
2020,19,015,mil,,,1,,2,,,#,4
2020,19,040,mil,,,,,,,,#,2
2020,19,050,mil,,,,,,,,#,1
2020,20,073,mil,,,,,,,,#,1
2020,20,090,mil,,,1,1,,,,0,1
2020,20,184,mil,,,10,,,,,#,2
2020,20,401,mil,,,,,1,,,#,2
2020,20,413,mil,1,,,,1,,,#,1
2020,20,449,mil,1,,4,,,,,#,2
2020,20,557,mil,,,,,,,,#,1
2020,21,063,mil,,,,,,,,#,1
2020,21,099,mil,,,4,,,,,#,1
2020,21,104,mil,,,,1,,,,0,1
2020,21,114,mil,1,,,,,,,#,1
2020,21,132,mil,,,,1,,,,0,1
2020,21,164,mil,,,,1,,,,0,1
2020,22,016,mil,,,1,,1,,,#,3
2020,23,004,mil,3,1,2,,,,,#,1
2020,24,015,mil,,,3,3,1,,,0.333333333,1
2020,24,040,mil,,,,,,,,#,1
2020,24,050,mil,,,10,,,,,#,2
2020,25,001,mil,1,,2,,,,,#,1
2020,25,003,mil,,,1,,,,,#,1
2020,25,006,mil,,,4,,,,,#,4
2020,25,015,mil,,,1,,1,,,#,1
2020,26,004,mil,,,,,,,,#,2
2020,26,005,mil,,,,,,,,#,2
2020,26,012,mil,,,,,1,,,#,1
2020,26,017,mil,7,,10,2,5,,,2.5,6
2020,26,018,mil,,,2,,,,,#,1
2020,26,029,mil,,,3,,2,,,#,4
2020,26,030,mil,,,,,,,,#,1
2020,26,035,mil,,,1,,1,,,#,2
2020,26,036,mil,,,7,,,,,#,4
2020,26,040,mil,,,,1,,,,0,1
2020,26,042,mil,,,,,,,,#,1
2020,26,043,mil,,,,,,,,#,1
2020,26,047,mil,,,2,1,,,,0,1
2020,26,052,mil,,,,,,,,#,2
2020,26,069,mil,,,2,,,,,#,2
2020,26,070,mil,4,,3,,1,,,#,3
2020,28,007,mil,3,,,,12,,,#,11
2020,28,009,mil,,,,,,,,#,1
2020,28,014,mil,2,,,,4,,,#,2
2020,28,015,mil,,,1,1,,,,0,1
2020,28,022,mil,,,3,,,,,#,5
2020,28,024,mil,4,,,,13,,,#,11
2020,28,025,mil,2,,4,2,53,,,26.5,23
2020,28,027,mil,19,3,4,,50,5,1,#,45
2020,28,032,mil,1,4,1,,,,1,#,7
2020,28,033,mil,3,,3,1,5,,,5,7
2020,28,035,mil,,,13,,1,,,#,3
2020,28,037,mil,,,12,,,,,#,2
2020,28,040,mil,3,1,,,11,,,#,5
2020,29,013,mil,6,,,,,,,#,2
2020,29,016,mil,,,,,,,,#,1
2020,29,027,mil,,,,,,,,#,1
2020,29,047,mil,1,,,,,,,#,2
2020,30,158,mil,,,5,,1,,,#,1
2020,30,193,mil,,,,1,,,,0,1
2020,32,005,mil,,,,,12,,,#,1
2020,32,019,mil,,,2,,,,,#,1
2020,32,022,mil,,,3,,,,,#,1
2020,32,026,mil,,,,,,,,#,1
2020,32,034,mil,3,,,,,,,#,1
2020,32,035,mil,,,4,,,,,#,1
2020,32,039,mil,2,,,,6,,,#,2
2020,32,041,mil,,,3,1,,,,0,1
2020,32,049,mil,3,,2,1,8,,,8,4
2020,32,051,mil,1,,1,1,5,,,5,1
2021,02,001,mil,,,,,,,,#,3
2021,02,006,mil,,,,,,,,#,1
2021,02,007,mil,,,,1,,,,0,1
2021,03,002,mil,,,,1,,,,0,1
2021,05,025,mil,2,,,,,,,#,3
2021,07,026,mil,4,,,,,,,#,1
2021,07,066,mil,5,,,,,,,#,2
2021,08,009,mil,,,,,,,,#,1
2021,08,040,mil,,,4,1,,,,0,2
2021,08,047,mil,,,1,,1,,,#,1
2021,08,050,mil,,1,2,,,,,#,1
2021,10,023,mil,,,,,,,,#,1
2021,10,034,mil,,,,,,,,#,1
2021,11,004,mil,,,,,,,,#,1
2021,11,005,mil,,,2,,1,,,#,2
2021,11,007,mil,1,,,,2,,,#,1
2021,11,014,mil,,,,,,1,,#,1
2021,11,017,mil,,,5,,1,,,#,1
2021,11,023,mil,,,1,,,,,#,2
2021,11,035,mil,,,,1,1,,,1,1
2021,12,001,mil,,,1,1,,,,0,2
2021,12,016,mil,,,,,,,,#,1
2021,12,022,mil,1,,,,,,,#,1
2021,12,029,mil,,,,,,,,#,2
2021,12,038,mil,,,,,1,,,#,1
2021,12,048,mil,1,,,,1,,,#,2
2021,12,067,mil,,,2,2,,,,0,1
2021,13,005,mil,,,,,,,,#,1
2021,14,012,mil,,,,,,,,#,1
2021,14,039,mil,3,,,,4,,,#,2
2021,14,049,mil,4,1,,,,,,#,1
2021,14,058,mil,3,,,,,,,#,1
2021,14,067,mil,,,,,,,,#,1
2021,14,069,mil,1,,4,,1,,,#,2
2021,14,083,mil,,,1,1,1,,,1,1
2021,14,091,mil,1,,3,,1,,,#,6
2021,14,100,mil,1,,4,3,2,,,0.666666667,2
2021,15,033,mil,,,,,,,,#,1
2021,15,043,mil,7,1,,,,,,#,1
2021,15,086,mil,,,,,,,,#,1
2021,15,097,mil,,,,,,,1,#,1
2021,15,113,mil,,,,,,,,#,1
2021,15,117,mil,,,,,,,,#,1
2021,16,002,mil,1,2,2,,,,,#,8
2021,16,008,mil,2,,,,,,,#,3
2021,16,010,mil,,,,,1,,,#,1
2021,16,012,mil,,,,,,,,#,3
2021,16,015,mil,,,,,1,,,#,1
2021,16,019,mil,2,,,,,,,#,1
2021,16,026,mil,1,,,,,,,#,2
2021,16,033,mil,,,,,,,,#,4
2021,16,034,mil,2,,6,,1,,,#,4
2021,16,050,mil,,,,,,,,#,1
2021,16,051,mil,,,,,,,,#,1
2021,16,053,mil,,,,,,,,#,1
2021,16,058,mil,,,,,,,,#,1
2021,16,068,mil,,,,,,,,#,1
2021,16,069,mil,,1,,,,,,#,1
2021,16,084,mil,,1,3,1,7,,,7,2
2021,16,085,mil,,,1,,,,,#,3
2021,16,089,mil,11,,,,,,,#,9
2021,16,102,mil,,,,,,,,#,1
2021,16,108,mil,1,,2,1,8,,,8,5
2021,16,110,mil,,,,,,,,#,1
2021,17,001,mil,,,,,1,,,#,1
2021,17,005,mil,,,,,1,,,#,1
2021,17,024,mil,,,10,,1,,,#,1
2021,18,008,mil,1,1,,,1,,,#,1
2021,18,015,mil,,,,4,,,,0,1
2021,18,020,mil,1,,3,,,,,#,1
2021,19,003,mil,6,1,,,2,,,#,4
2021,19,013,mil,,,,,,,,#,1
2021,19,015,mil,1,1,,,5,,,#,5
2021,19,027,mil,,,,,,,,#,1
2021,19,040,mil,,,,,,,,#,1
2021,19,050,mil,1,1,,,,,,#,1
2021,20,075,mil,,,,,,,,#,1
2021,21,001,mil,,,4,1,,,,0,1
2021,22,016,mil,,,,,,,,#,2
2021,23,003,mil,,,5,,,,,#,1
2021,23,005,mil,6,,,,2,,,#,1
2021,24,020,mil,,,2,,,,,#,2
2021,24,048,mil,,,1,,1,,,#,1
2021,25,003,mil,,,,,,,,#,2
2021,25,006,mil,,,7,1,,,,0,4
2021,25,007,mil,,,1,1,,,,0,4
2021,25,015,mil,,,1,,1,1,,#,3
2021,26,005,mil,,,,,,,,#,1
2021,26,012,mil,,,2,2,,,,0,1
2021,26,017,mil,5,1,6,1,9,,,9,8
2021,26,018,mil,,,3,,,,,#,2
2021,26,025,mil,,1,8,,,,,#,1
2021,26,029,mil,2,,6,1,7,,,7,8
2021,26,035,mil,,,,,,,,#,1
2021,26,036,mil,5,,,,,,,#,3
2021,26,043,mil,,,2,2,,,,0,1
2021,26,047,mil,1,,,,,,,#,2
2021,26,048,mil,,,2,1,,,,0,1
2021,26,055,mil,,,2,1,1,,,1,3
2021,26,058,mil,,,,,,,,#,1
2021,26,061,mil,,,1,,,,,#,1
2021,26,069,mil,,,1,1,,,,0,1
2021,26,070,mil,,,1,1,,,,0,1
2021,27,009,mil,,,,,,1,1,#,1
2021,28,007,mil,,,9,,6,,,#,7
2021,28,015,mil,,,,,,,,#,3
2021,28,022,mil,5,,10,6,7,,,1.166666667,7
2021,28,024,mil,,,,,6,,,#,5
2021,28,025,mil,3,,18,1,25,,,25,23
2021,28,027,mil,25,4,7,1,61,10,2,61,62
2021,28,032,mil,1,,2,1,13,,,13,12
2021,28,033,mil,,,2,,,,,#,2
2021,28,040,mil,,,,,,,,#,2
2021,30,154,mil,,,,,,,,#,1
2021,32,010,mil,,,9,2,5,,,2.5,4
2021,32,016,mil,,,3,,1,,,#,1
2021,32,020,mil,1,,,,,,,#,2
2021,32,021,mil,,,1,1,,,,0,1
2021,32,031,mil,,,3,1,3,,,3,2
2021,32,034,mil,3,,,,,,,#,3
2021,32,038,mil,1,,22,1,3,,,3,1
2021,32,044,mil,,,1,,,,,#,1
2021,32,046,mil,,,1,1,,,,0,1
2021,32,049,mil,1,,1,,2,,,#,7
2021,32,051,mil,4,1,20,,1,,,#,4
2022,02,002,mil,,,10,5,,,,0,3
2022,02,003,mil,,,6,,,,,#,5
2022,02,004,mil,,,1,,,,,#,1
2022,02,005,mil,,,4,1,,,,0,1
2022,02,007,mil,,,,1,,,,0,1
2022,07,009,mil,,,,,,,,#,1
2022,07,030,mil,,,,,2,,,#,1
2022,07,034,mil,,,3,,,,,#,2
2022,07,046,mil,3,,,,,,,#,1
2022,07,089,mil,,,,,,,,#,1
2022,07,108,mil,1,,,,,,,#,1
2022,08,005,mil,,,,,,,,#,1
2022,08,021,mil,,,1,,,,,#,1
2022,08,027,mil,,,24,,1,,,#,2
2022,08,029,mil,,,1,,1,,,#,1
2022,08,031,mil,,,5,1,,,,0,1
2022,08,037,mil,,,,,,,,#,1
2022,08,040,mil,,,,,2,,,#,1
2022,08,052,mil,,1,1,,2,,,#,1
2022,09,012,mil,2,,,1,,,,0,3
2022,10,034,mil,,,,1,,,,0,1
2022,11,005,mil,,,1,,,,,#,1
2022,11,017,mil,,,5,,,,,#,1
2022,11,023,mil,,,1,,,,,#,1
2022,11,031,mil,,,2,1,,,,0,1
2022,11,039,mil,,,1,1,1,,,1,1
2022,11,044,mil,,,,,,,,#,1
2022,11,046,mil,,,,,,,,#,1
2022,12,001,mil,,,1,,1,,,#,2
2022,12,029,mil,21,,,,,,,#,1
2022,12,039,mil,,,,,,,,#,1
2022,12,057,mil,,,,,,,,#,1
2022,12,077,mil,1,,16,2,,,,0,2
2022,13,005,mil,2,,,2,,,,0,2
2022,13,016,mil,10,,,,,,,#,1
2022,13,076,mil,7,,,,,,,#,3
2022,14,016,mil,,,5,1,,,,0,1
2022,14,035,mil,,,,,,,,#,1
2022,14,039,mil,1,,,,,,,#,1
2022,14,045,mil,1,,3,,1,,,#,5
2022,14,053,mil,,,2,,,,,#,1
2022,14,056,mil,,,14,2,3,,,1.5,4
2022,14,057,mil,,,10,,,,,#,2
2022,14,059,mil,,,7,1,4,,,4,7
2022,14,060,mil,1,,,,,,,#,1
2022,14,063,mil,,,,,,,,#,1
2022,14,064,mil,1,,,,,,,#,1
2022,14,085,mil,,,1,,3,,,#,3
2022,14,087,mil,,,,,,,,#,1
2022,14,091,mil,6,3,,,1,,,#,3
2022,14,096,mil,,,49,,,,,#,4
2022,14,107,mil,2,,6,,,,,#,2
2022,14,116,mil,,,,,,,,#,1
2022,14,118,mil,1,,,,,,,#,1
2022,14,119,mil,,,3,,5,,,#,1
2022,14,120,mil,,,2,2,,,,0,2
2022,14,123,mil,1,,,,,,,#,1
2022,15,021,mil,,,1,,2,,,#,1
2022,15,043,mil,,,,,,,,#,1
2022,15,117,mil,,,6,,6,,,#,2
2022,16,002,mil,,,1,,2,,,#,4
2022,16,006,mil,,,,,1,,,#,1
2022,16,008,mil,,,,,1,,,#,2
2022,16,012,mil,,,1,,,,,#,1
2022,16,020,mil,2,,,,,,,#,2
2022,16,025,mil,,,,,,,,#,1
2022,16,043,mil,,,4,,1,,,#,1
2022,16,045,mil,,,14,,,,,#,2
2022,16,046,mil,,,,,1,,,#,1
2022,16,051,mil,,,3,1,6,,,6,3
2022,16,053,mil,,,,,,,,#,1
2022,16,055,mil,,,4,,,,,#,1
2022,16,058,mil,,,,,1,,,#,2
2022,16,065,mil,,1,,,,,,#,1
2022,16,066,mil,,,,,,,,#,1
2022,16,076,mil,,,,,1,,,#,1
2022,16,082,mil,,,8,3,,,,0,1
2022,16,084,mil,,,1,1,1,,,1,1
2022,16,089,mil,2,,20,,,,,#,4
2022,16,099,mil,,,,,1,,,#,1
2022,16,102,mil,3,,7,1,6,,,6,14
2022,16,104,mil,,,,,5,,,#,1
2022,16,106,mil,,,,,4,,,#,1
2022,16,108,mil,,,26,,2,,,#,4
2022,16,110,mil,2,1,,,2,,,#,1
2022,17,001,mil,1,,,,,,,#,1
2022,17,006,mil,,,2,,,,,#,1
2022,17,018,mil,,,1,1,1,,,1,1
2022,18,004,mil,,,,,,,,#,1
2022,18,005,mil,,,1,2,,,,0,1
2022,18,006,mil,,,2,,,,,#,1
2022,18,011,mil,,,2,1,,,,0,1
2022,19,003,mil,1,,,,,,,#,1
2022,19,015,mil,,,,,1,,,#,1
2022,19,017,mil,,,,,,,,#,1
2022,19,020,mil,,,,,,,,#,1
2022,20,208,mil,1,,,,,,,#,1
2022,20,265,mil,,,4,,1,,,#,2
2022,20,482,mil,,,8,,,,,#,1
2022,22,014,mil,,,,1,,,,0,1
2022,24,005,mil,1,,,,8,,,#,3
2022,24,008,mil,,,1,1,,,,0,1
2022,24,017,mil,,,,,,,,#,1
2022,24,020,mil,,,,,,,,#,2
2022,24,022,mil,,,3,,,,,#,1
2022,24,024,mil,,,3,2,1,,,0.5,1
2022,24,058,mil,,,,,,,,#,1
2022,25,001,mil,,,,,,,,#,1
2022,25,004,mil,,,1,1,1,,,1,1
2022,25,006,mil,1,,5,1,,,,0,6
2022,25,007,mil,,,,,1,1,,#,1
2022,25,011,mil,,,,,,,,#,1
2022,25,012,mil,,,,,2,,,#,1
2022,25,015,mil,,,,,,,,#,1
2022,25,016,mil,2,,2,2,2,,,1,1
2022,26,002,mil,,,,1,,,,0,1
2022,26,004,mil,3,2,3,,,,,#,3
2022,26,005,mil,,,3,2,,,,0,1
2022,26,012,mil,,,4,1,,2,,0,1
2022,26,017,mil,2,1,16,3,5,,,1.666666667,10
2022,26,018,mil,,,4,,,,,#,1
2022,26,025,mil,3,,5,3,2,,,0.666666667,7
2022,26,029,mil,,,30,3,3,,,1,11
2022,26,035,mil,,,,,,,,#,1
2022,26,036,mil,,,,,,,,#,1
2022,26,043,mil,,,3,,,,,#,2
2022,26,047,mil,,,6,1,4,,,4,5
2022,26,055,mil,1,,16,1,1,,,1,5
2022,26,069,mil,,,,,,,,#,1
2022,26,070,mil,,,1,,1,,,#,1
2022,26,072,mil,,,4,2,,,,0,2
2022,27,014,mil,,,,,1,,,#,1
2022,27,017,mil,,,,,,,,#,1
2022,28,007,mil,,,6,,8,,,#,4
2022,28,015,mil,,,,,,,,#,1
2022,28,019,mil,,,3,,,,,#,1
2022,28,022,mil,,,,,1,,,#,1
2022,28,024,mil,1,1,,,6,,,#,4
2022,28,025,mil,1,,2,1,39,,,39,21
2022,28,027,mil,23,1,12,3,30,5,2,10,65
2022,28,032,mil,,,,,8,,,#,9
2022,28,033,mil,,,3,2,1,,,0.5,2
2022,28,035,mil,,,,,,,,#,1
2022,29,006,mil,,,,1,,,,0,1
2022,30,054,mil,,,16,2,,,,0,2
2022,30,071,mil,,,,,,,,#,1
2022,30,207,mil,1,,3,,1,,,#,1
2022,32,002,mil,2,1,,,1,,,#,4
2022,32,009,mil,,,,,,,,#,1
2022,32,010,mil,1,,6,3,2,,,0.666666667,3
2022,32,020,mil,2,,23,3,4,,,1.333333333,8
2022,32,033,mil,,,,,,,,#,1
2022,32,034,mil,,,,,,,,#,1
2022,32,038,mil,5,1,4,3,3,,,1,2
2022,32,039,mil,,,,,,,,#,1
2022,32,046,mil,,,,,,,,#,2
2022,32,049,mil,2,,13,4,14,,,3.5,12
2022,32,053,mil,,,3,1,,,,0,1
2022,32,056,mil,1,1,,,3,,,#,1
2023,02,002,mil,,,1,1,2,,,2,4
2023,02,003,mil,,,4,1,1,1,,1,4
2023,02,004,mil,1,1,,,,,,#,4
2023,02,005,mil,,,,,,,,#,1
2023,03,001,mil,,,2,,,,,#,1
2023,04,004,mil,,,,,,,,#,1
2023,06,001,mil,1,,8,2,,,,0,2
2023,06,002,mil,,,1,,,,,#,1
2023,06,007,mil,,,3,,,,,#,2
2023,06,009,mil,2,,,,,,,#,1
2023,07,020,mil,,,,,3,,,#,1
2023,07,034,mil,2,,,,,,,#,3
2023,07,048,mil,2,,,1,1,,,1,1
2023,07,061,mil,2,1,9,1,2,,,2,2
2023,07,069,mil,,,,,,,,#,1
2023,07,074,mil,,1,2,,,,,#,2
2023,07,087,mil,1,,,,,,,#,3
2023,07,089,mil,,,3,,,,,#,2
2023,07,107,mil,1,,,,,,,#,4
2023,07,115,mil,2,1,,,,,,#,1
2023,07,122,mil,,,,,,,,#,1
2023,07,124,mil,,,4,,,,,#,1
2023,08,002,mil,,,1,,,,,#,1
2023,08,003,mil,,,,1,1,,,1,1
2023,08,017,mil,,,1,,,,,#,1
2023,08,018,mil,,,,,,,,#,1
2023,08,027,mil,,,,,1,,,#,1
2023,08,028,mil,,,,,,,,#,1
2023,08,040,mil,,,,,4,,,#,2
2023,09,017,mil,1,,4,,,,,#,1
2023,10,005,mil,,,,,,,,#,1
2023,10,034,mil,1,,,,,,,#,1
2023,11,007,mil,11,,,1,,1,,0,4
2023,11,020,mil,,,,,,,,#,1
2023,11,023,mil,,,,,,,,#,3
2023,11,024,mil,,,1,,1,,,#,1
2023,11,028,mil,,,1,1,,,,0,1
2023,11,035,mil,,,,,1,,,#,3
2023,12,006,mil,,,2,1,1,,,1,2
2023,12,021,mil,,,,,,,,#,1
2023,12,022,mil,2,2,,,5,,,#,1
2023,12,029,mil,,,1,,1,,,#,2
2023,12,032,mil,,,,,,,,#,1
2023,12,040,mil,,,9,,1,,,#,1
2023,12,048,mil,,1,5,1,1,,,1,2
2023,12,051,mil,7,,,,,,,#,1
2023,12,054,mil,2,1,1,,,,,#,2
2023,12,055,mil,,,3,3,3,,,1,1
2023,12,058,mil,,,,,,,,#,1
2023,12,059,mil,1,,,,,,,#,1
2023,12,075,mil,,,,,,,,#,1
2023,12,081,mil,,1,1,,,,,#,2
2023,13,002,mil,,,,1,,,,0,1
2023,13,016,mil,1,,,,,,,#,2
2023,13,076,mil,1,,1,1,,,,0,1
2023,14,011,mil,2,1,,,,,,#,1
2023,14,014,mil,,,1,,,,,#,1
2023,14,021,mil,1,,,,,,,#,1
2023,14,035,mil,1,,9,,1,,,#,3
2023,14,039,mil,,,,2,1,,,0.5,2
2023,14,042,mil,,,,,,,,#,1
2023,14,046,mil,,,,,1,,,#,1
2023,14,053,mil,1,,,,,,,#,3
2023,14,056,mil,,,3,1,1,,,1,2
2023,14,059,mil,,,,,1,,,#,1
2023,14,061,mil,,,,1,,,,0,4
2023,14,063,mil,1,,,,1,,,#,3
2023,14,064,mil,,,6,,2,,,#,1
2023,14,073,mil,4,2,,,1,,,#,3
2023,14,083,mil,,,,,,,,#,1
2023,14,086,mil,,,1,,1,,,#,1
2023,14,091,mil,3,3,,,,,,#,3
2023,14,097,mil,,,,,,,,#,1
2023,14,098,mil,,,,,,,,#,2
2023,14,107,mil,,,2,,,,,#,1
2023,14,111,mil,1,1,,,,,,#,1
2023,14,124,mil,,,,,,,,#,1
2023,15,025,mil,,,2,,,,,#,1
2023,15,038,mil,,,,,,,,#,1
2023,15,045,mil,,,1,,1,,,#,1
2023,15,052,mil,1,,,2,,,,0,3
2023,15,065,mil,,,,,,,,#,1
2023,15,097,mil,,,1,,,,,#,1
2023,15,106,mil,,,,,,,,#,1
2023,15,110,mil,,,,,,,,#,1
2023,15,114,mil,,,,,,,,#,2
2023,15,116,mil,1,1,,,,,,#,1
2023,16,002,mil,,,7,2,,,,0,12
2023,16,003,mil,,,,,,,,#,1
2023,16,006,mil,8,,8,,2,,,#,10
2023,16,010,mil,,,,,2,,,#,4
2023,16,012,mil,,,4,,,,,#,3
2023,16,015,mil,4,1,,,,,,#,3
2023,16,019,mil,1,,4,,10,,,#,9
2023,16,020,mil,,,,,1,,,#,1
2023,16,025,mil,,,,,3,,,#,2
2023,16,029,mil,,,,,,,,#,1
2023,16,030,mil,,,,,,,,#,1
2023,16,034,mil,3,,1,,5,,,#,2
2023,16,035,mil,,,15,1,,,,0,5
2023,16,036,mil,,,3,,,,,#,2
2023,16,042,mil,3,,,,8,,,#,4
2023,16,045,mil,,,,,5,,,#,3
2023,16,049,mil,,,2,,,,,#,1
2023,16,050,mil,1,1,6,,7,,,#,1
2023,16,051,mil,,,,,,,,#,1
2023,16,052,mil,,,1,1,1,,,1,2
2023,16,053,mil,2,,7,,,,,#,1
2023,16,055,mil,,1,22,3,2,,,0.666666667,7
